question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,,,,easy,1
"In the town of Agra there lived a rich businessman. But he was also quite a miser. Various people used to flock outside his house everyday hoping for some kind of generosity, but they always had to return home disappointed. He used to ward them off with false promises and then never lived up to his word. Then one day, a poet named Raidas arrived at his house and said that he wanted to read out his poems to the rich man. As the rich man was very fond of poetry, he welcomed him in with open arms. Raidas started to recite all his poems one by one. The rich man was very pleased and especially so when he heard and especially so when he heard the poem that Raidas had written on him. In those days it was a custom for rich man and kings to show their appreciation through a reward or a gift, as that was the only means of earning that a poor poet possessed. So the rich man promised Raidas some gifts and asked him to come and collect them the next day, Raidas was pleased. The next morning when he arrived at the house, the rich man pretended that he had never laid eyes on him before. When Raidas reminded him of his promise, he said that although Raidas was a good poet he liked the poems which were written on him and rest of the poems were very ordinary. He also said that he had earlier promised a reward to Raidas not because he was really pleased or impressed but to simply encourage him. Raidas was extremely upset, but as there was nothing that he could do, he quietly left the house. On his way home he saw his brother Kuber riding a horse. So he stopped him and asked for his help after narrating the whole incident. Kuber took him to his own house in order to come up with a plan. Alter giving it to some thought he asked Raidas to go to a friend’s house with five gold coins and request the friend to plan a dinner where the rich man would also be invited. He then narrated his plan to him. Raidas had one trustworthy friend whose name was Mayadas. So he went up to him and told him his plan. The next day, Mayadas went to the rich man’s house and invited him for the dinner. He said that he intended to serve his guests in vessels of gold, which the guests would get to take home after the meal. The rich man was thrilled to hear this and jumped at the offer. After the rich man arrived at Mayadas house, he was surprised to see no other guests there but Raidas. Anyhow, they welcomed him in and started a polite conversation. The rich man had come on an empty stomach and so was hungrier by the minute. Finally at midnight the rich man could bear his hunger no longer and asked Mayadas to serve the food. Mayadas sounded extremely surprised when he asked him what food he was talking about. The rich man tried to remind him that he had been invited for dinner. At this point Raidas asked him for the proof of the invitation. The rich man had no answer. At the point Raidas reminded the rich man of the same treatment that he had meted out to him. The rich man realized his mistake and begged for forgiveness. He said that Raidas was a good poet and had not asked him for any reward. He himself had promised to give him some gifts and then cheated him out of them. To make up for his mistake he took out the necklace that he was wearing and gifted it to Raidas. Then they all sat down to eat a happy meal.
<br><br><br>
What did Raidas and Mayadas do when the rich man came over for the dinner?",,moderate,,,108,They were thrilled to have businessman as their guest and served him well., They served him in gold utensils which he later took with himself. ,They did not serve him any food until he learnt a lesson on what he had done with Raidas.,All of the above,,,,,3,,,,,
"In the town of Agra there lived a rich businessman. But he was also quite a miser. Various people used to flock outside his house everyday hoping for some kind of generosity, but they always had to return home disappointed. He used to ward them off with false promises and then never lived up to his word. Then one day, a poet named Raidas arrived at his house and said that he wanted to read out his poems to the rich man. As the rich man was very fond of poetry, he welcomed him in with open arms.
Raidas started to recite all his poems one by one. The rich man was very pleased and especially so when he heard and especially so when he heard the poem that Raidas had written on him. In those days it was a custom for rich man and kings to show their appreciation through a reward or a gift, as that was the only means of earning that a poor poet possessed. So the rich man promised Raidas some gifts and asked him to come and collect them the next day, Raidas was pleased.
   The next morning when he arrived at the house, the rich man pretended that he had never laid eyes on him before. When Raidas reminded him of his promise, he said that although Raidas was a good poet he liked the poems which were written on him and rest of the poems were very ordinary. He also said that he had earlier promised a reward to Raidas not because he was really pleased or impressed but to simply encourage him. Raidas was extremely upset, but as there was nothing that he could do, he quietly left the house. On his way home he saw his brother Kuber riding a horse. So he stopped him and asked for his help after narrating the whole incident. Kuber took him to his own house in order to come up with a plan. Alter giving it to some thought he asked Raidas to go to a friend’s house with five gold coins and request the friend to plan a dinner where the rich man would also be invited. He then narrated his plan to him.
Raidas had one trustworthy friend whose name was Mayadas. So he went up to him and told him his plan. The next day, Mayadas went to the rich man’s house and invited him for the dinner. He said that he intended to serve his guests in vessels of gold, which the guests would get to take home after the meal. The rich man was thrilled to hear this and jumped at the offer. After the rich man arrived at Mayadas house, he was surprised to see no other guests there but Raidas. Anyhow, they welcomed him in and started a polite conversation. The rich man had come on an empty stomach and so was hungrier by the minute. Finally at midnight the rich man could bear his hunger no longer and asked Mayadas to serve the food. Mayadas sounded extremely surprised when he asked him what food he was talking about. The rich man tried to remind him that he had been invited for dinner. At this point Raidas asked him for the proof of the invitation. The rich man had no answer. At the point Raidas reminded the rich man of the same treatment that he had meted out to him. The rich man realized his mistake and begged for forgiveness. He said that Raidas was a good poet and had not asked him for any reward. He himself had promised to give him some gifts and then cheated him out of them. To make up for his mistake he took out the necklace that he was wearing and gifted it to Raidas. Then they all sat down to eat a happy meal.
<br><br><br>
What did the rich businessman do when Raidas went to collect his reward from him the next day?
<br>
i)  The Businessman refused to award him even though he had promised so earlier.
<br>
ii) He said that he had promised a reward only to encourage him not because he was pleased with him.
<br>
iii) He said the most of the poems written by Raidas were ordinary.
",,moderate,,,108,"only ii ",only i and iii,only ii and iii ,"All of these ",,,,,4,,,,,
"In the town of Agra there lived a rich businessman. But he was also quite a miser. Various people used to flock outside his house everyday hoping for some kind of generosity, but they always had to return home disappointed. He used to ward them off with false promises and then never lived up to his word. Then one day, a poet named Raidas arrived at his house and said that he wanted to read out his poems to the rich man. As the rich man was very fond of poetry, he welcomed him in with open arms. Raidas started to recite all his poems one by one. The rich man was very pleased and especially so when he heard and especially so when he heard the poem that Raidas had written on him. In those days it was a custom for rich man and kings to show their appreciation through a reward or a gift, as that was the only means of earning that a poor poet possessed. So the rich man promised Raidas some gifts and asked him to come and collect them the next day, Raidas was pleased. The next morning when he arrived at the house, the rich man pretended that he had never laid eyes on him before. When Raidas reminded him of his promise, he said that although Raidas was a good poet he liked the poems which were written on him and rest of the poems were very ordinary. He also said that he had earlier promised a reward to Raidas not because he was really pleased or impressed but to simply encourage him. Raidas was extremely upset, but as there was nothing that he could do, he quietly left the house. On his way home he saw his brother Kuber riding a horse. So he stopped him and asked for his help after narrating the whole incident. Kuber took him to his own house in order to come up with a plan. Alter giving it to some thought he asked Raidas to go to a friend’s house with five gold coins and request the friend to plan a dinner where the rich man would also be invited. He then narrated his plan to him. Raidas had one trustworthy friend whose name was Mayadas. So he went up to him and told him his plan. The next day, Mayadas went to the rich man’s house and invited him for the dinner. He said that he intended to serve his guests in vessels of gold, which the guests would get to take home after the meal. The rich man was thrilled to hear this and jumped at the offer. After the rich man arrived at Mayadas house, he was surprised to see no other guests there but Raidas. Anyhow, they welcomed him in and started a polite conversation. The rich man had come on an empty stomach and so was hungrier by the minute. Finally at midnight the rich man could bear his hunger no longer and asked Mayadas to serve the food. Mayadas sounded extremely surprised when he asked him what food he was talking about. The rich man tried to remind him that he had been invited for dinner. At this point Raidas asked him for the proof of the invitation. The rich man had no answer. At the point Raidas reminded the rich man of the same treatment that he had meted out to him. The rich man realized his mistake and begged for forgiveness. He said that Raidas was a good poet and had not asked him for any reward. He himself had promised to give him some gifts and then cheated him out of them. To make up for his mistake he took out the necklace that he was wearing and gifted it to Raidas. Then they all sat down to eat a happy meal.
<br><br><br>
Why did people flock outside the rich businessman’s house every day?",,moderate,,,108,The business man was very kind-hearted and generous,They sought an explanation from him on not keeping the promises made to them.,All of them wanted to recite poem to him as he was fond of poems.,They would hope for some generosity from the businessman since he was rich.,,,,,2,,,,,
"In the town of Agra there lived a rich businessman. But he was also quite a miser. Various people used to flock outside his house everyday hoping for some kind of generosity, but they always had to return home disappointed. He used to ward them off with false promises and then never lived up to his word. Then one day, a poet named Raidas arrived at his house and said that he wanted to read out his poems to the rich man. As the rich man was very fond of poetry, he welcomed him in with open arms.Raidas started to recite all his poems one by one. The rich man was very pleased and especially so when he heard and especially so when he heard the poem that Raidas had written on him. In those days it was a custom for rich man and kings to show their appreciation through a reward or a gift, as that was the only means of earning that a poor poet possessed. So the rich man promised Raidas some gifts and asked him to come and collect them the next day, Raidas was pleased.The next morning when he arrived at the house, the rich man pretended that he had never laid eyes on him before. When Raidas reminded him of his promise, he said that although Raidas was a good poet he liked the poems which were written on him and rest of the poems were very ordinary. He also said that he had earlier promised a reward to Raidas not because he was really pleased or impressed but to simply encourage him. Raidas was extremely upset, but as there was nothing that he could do, he quietly left the house. On his way home he saw his brother Kuber riding a horse. So he stopped him and asked for his help after narrating the whole incident. Kuber took him to his own house in order to come up with a plan. Alter giving it to some thought he asked Raidas to go to a friend’s house with five gold coins and request the friend to plan a dinner where the rich man would also be invited. He then narrated his plan to him. Raidas had one trustworthy friend whose name was Mayadas. So he went up to him and told him his plan. The next day, Mayadas went to the rich man’s house and invited him for the dinner. He said that he intended to serve his guests in vessels of gold, which the guests would get to take home after the meal. The rich man was thrilled to hear this and jumped at the offer. After the rich man arrived at Mayadas house, he was surprised to see no other guests there but Raidas. Anyhow, they welcomed him in and started a polite conversation. The rich man had come on an empty stomach and so was hungrier by the minute. Finally at midnight the rich man could bear his hunger no longer and asked Mayadas to serve the food. Mayadas sounded extremely surprised when he asked him what food he was talking about. The rich man tried to remind him that he had been invited for dinner. At this point Raidas asked him for the proof of the invitation. The rich man had no answer. At the point Raidas reminded the rich man of the same treatment that he had meted out to him. The rich man realized his mistake and begged for forgiveness. He said that Raidas was a good poet and had not asked him for any reward. He himself had promised to give him some gifts and then cheated him out of them. To make up for his mistake he took out the necklace that he was wearing and gifted it to Raidas. Then they all sat down to eat a happy meal.
<br><br><br>
Why did the people always return home disappointed from the businessman’s home?
",,moderate,,,108,He would donate less than what he had promised to them. ,,The rich man would only reward those who had written poetry on him.,Both (B) and (C).,,,,,2,,,,,
"In the town of Agra there lived a rich businessman. But he was also quite a miser. Various people used to flock outside his house everyday hoping for some kind of generosity, but they always had to return home disappointed. He used to ward them off with false promises and then never lived up to his word. Then one day, a poet named Raidas arrived at his house and said that he wanted to read out his poems to the rich man. As the rich man was very fond of poetry, he welcomed him in with open arms.Raidas started to recite all his poems one by one. The rich man was very pleased and especially so when he heard and especially so when he heard the poem that Raidas had written on him. In those days it was a custom for rich man and kings to show their appreciation through a reward or a gift, as that was the only means of earning that a poor poet possessed. So the rich man promised Raidas some gifts and asked him to come and collect them the next day, Raidas was pleased.The next morning when he arrived at the house, the rich man pretended that he had never laid eyes on him before. When Raidas reminded him of his promise, he said that although Raidas was a good poet he liked the poems which were written on him and rest of the poems were very ordinary. He also said that he had earlier promised a reward to Raidas not because he was really pleased or impressed but to simply encourage him. Raidas was extremely upset, but as there was nothing that he could do, he quietly left the house. On his way home he saw his brother Kuber riding a horse. So he stopped him and asked for his help after narrating the whole incident. Kuber took him to his own house in order to come up with a plan. Alter giving it to some thought he asked Raidas to go to a friend’s house with five gold coins and request the friend to plan a dinner where the rich man would also be invited. He then narrated his plan to him. Raidas had one trustworthy friend whose name was Mayadas. So he went up to him and told him his plan. The next day, Mayadas went to the rich man’s house and invited him for the dinner. He said that he intended to serve his guests in vessels of gold, which the guests would get to take home after the meal. The rich man was thrilled to hear this and jumped at the offer. After the rich man arrived at Mayadas house, he was surprised to see no other guests there but Raidas. Anyhow, they welcomed him in and started a polite conversation. The rich man had come on an empty stomach and so was hungrier by the minute. Finally at midnight the rich man could bear his hunger no longer and asked Mayadas to serve the food. Mayadas sounded extremely surprised when he asked him what food he was talking about. The rich man tried to remind him that he had been invited for dinner. At this point Raidas asked him for the proof of the invitation. The rich man had no answer. At the point Raidas reminded the rich man of the same treatment that he had meted out to him. The rich man realized his mistake and begged for forgiveness. He said that Raidas was a good poet and had not asked him for any reward. He himself had promised to give him some gifts and then cheated him out of them. To make up for his mistake he took out the necklace that he was wearing and gifted it to Raidas. Then they all sat down to eat a happy meal.
<br><br><br>
How did the rich businessman react when he realized his mistake of not keeping his promise which he had made to Raidas?",,moderate,,,108,He asked Raidas to come to his home the next day to take his reward. , He justified that Raidas did not deserve an award since his poems were very ordinary, He said that Raidas was lying and that he had already awarded him with a necklace. ,None of these.,,,,,4,,,,,
"In the town of Agra there lived a rich businessman. But he was also quite a miser. Various people used to flock outside his house everyday hoping for some kind of generosity, but they always had to return home disappointed. He used to ward them off with false promises and then never lived up to his word. Then one day, a poet named Raidas arrived at his house and said that he wanted to read out his poems to the rich man. As the rich man was very fond of poetry, he welcomed him in with open arms.Raidas started to recite all his poems one by one. The rich man was very pleased and especially so when he heard and especially so when he heard the poem that Raidas had written on him. In those days it was a custom for rich man and kings to show their appreciation through a reward or a gift, as that was the only means of earning that a poor poet possessed. So the rich man promised Raidas some gifts and asked him to come and collect them the next day, Raidas was pleased.The next morning when he arrived at the house, the rich man pretended that he had never laid eyes on him before. When Raidas reminded him of his promise, he said that although Raidas was a good poet he liked the poems which were written on him and rest of the poems were very ordinary. He also said that he had earlier promised a reward to Raidas not because he was really pleased or impressed but to simply encourage him. Raidas was extremely upset, but as there was nothing that he could do, he quietly left the house. On his way home he saw his brother Kuber riding a horse. So he stopped him and asked for his help after narrating the whole incident. Kuber took him to his own house in order to come up with a plan. Alter giving it to some thought he asked Raidas to go to a friend’s house with five gold coins and request the friend to plan a dinner where the rich man would also be invited. He then narrated his plan to him. Raidas had one trustworthy friend whose name was Mayadas. So he went up to him and told him his plan. The next day, Mayadas went to the rich man’s house and invited him for the dinner. He said that he intended to serve his guests in vessels of gold, which the guests would get to take home after the meal. The rich man was thrilled to hear this and jumped at the offer. After the rich man arrived at Mayadas house, he was surprised to see no other guests there but Raidas. Anyhow, they welcomed him in and started a polite conversation. The rich man had come on an empty stomach and so was hungrier by the minute. Finally at midnight the rich man could bear his hunger no longer and asked Mayadas to serve the food. Mayadas sounded extremely surprised when he asked him what food he was talking about. The rich man tried to remind him that he had been invited for dinner. At this point Raidas asked him for the proof of the invitation. The rich man had no answer. At the point Raidas reminded the rich man of the same treatment that he had meted out to him. The rich man realized his mistake and begged for forgiveness. He said that Raidas was a good poet and had not asked him for any reward. He himself had promised to give him some gifts and then cheated him out of them. To make up for his mistake he took out the necklace that he was wearing and gifted it to Raidas. Then they all sat down to eat a happy meal.
<br><br><br>
Which of the following is the moral of the story?",,moderate,,,108,A house divided against it cannot stand.,A bird in hand is worth two in the bush. ,Never make a promise. ,Never go back on your promises.,,,,,4,,,,,
"In the town of Agra there lived a rich businessman. But he was also quite a miser. Various people used to flock outside his house everyday hoping for some kind of generosity, but they always had to return home disappointed. He used to ward them off with false promises and then never lived up to his word. Then one day, a poet named Raidas arrived at his house and said that he wanted to read out his poems to the rich man. As the rich man was very fond of poetry, he welcomed him in with open arms.Raidas started to recite all his poems one by one. The rich man was very pleased and especially so when he heard and especially so when he heard the poem that Raidas had written on him. In those days it was a custom for rich man and kings to show their appreciation through a reward or a gift, as that was the only means of earning that a poor poet possessed. So the rich man promised Raidas some gifts and asked him to come and collect them the next day, Raidas was pleased.The next morning when he arrived at the house, the rich man pretended that he had never laid eyes on him before. When Raidas reminded him of his promise, he said that although Raidas was a good poet he liked the poems which were written on him and rest of the poems were very ordinary. He also said that he had earlier promised a reward to Raidas not because he was really pleased or impressed but to simply encourage him. Raidas was extremely upset, but as there was nothing that he could do, he quietly left the house. On his way home he saw his brother Kuber riding a horse. So he stopped him and asked for his help after narrating the whole incident. Kuber took him to his own house in order to come up with a plan. Alter giving it to some thought he asked Raidas to go to a friend’s house with five gold coins and request the friend to plan a dinner where the rich man would also be invited. He then narrated his plan to him. Raidas had one trustworthy friend whose name was Mayadas. So he went up to him and told him his plan. The next day, Mayadas went to the rich man’s house and invited him for the dinner. He said that he intended to serve his guests in vessels of gold, which the guests would get to take home after the meal. The rich man was thrilled to hear this and jumped at the offer. After the rich man arrived at Mayadas house, he was surprised to see no other guests there but Raidas. Anyhow, they welcomed him in and started a polite conversation. The rich man had come on an empty stomach and so was hungrier by the minute. Finally at midnight the rich man could bear his hunger no longer and asked Mayadas to serve the food. Mayadas sounded extremely surprised when he asked him what food he was talking about. The rich man tried to remind him that he had been invited for dinner. At this point Raidas asked him for the proof of the invitation. The rich man had no answer. At the point Raidas reminded the rich man of the same treatment that he had meted out to him. The rich man realized his mistake and begged for forgiveness. He said that Raidas was a good poet and had not asked him for any reward. He himself had promised to give him some gifts and then cheated him out of them. To make up for his mistake he took out the necklace that he was wearing and gifted it to Raidas. Then they all sat down to eat a happy meal.
<br><br><br>
Why was the rich business man pleased with Raidas?",,moderate,,,108,Raidas had recited poems to him but had not asked for any gifts in return.,Raidas was also as miserly as him,Raidas had invited him over for dinner. ,"The businessman liked his poetry, especially the one written on him.",,,,,4,,,,,
"In the town of Agra there lived a rich businessman. But he was also quite a miser. Various people used to flock outside his house everyday hoping for some kind of generosity, but they always had to return home disappointed. He used to ward them off with false promises and then never lived up to his word. Then one day, a poet named Raidas arrived at his house and said that he wanted to read out his poems to the rich man. As the rich man was very fond of poetry, he welcomed him in with open arms.Raidas started to recite all his poems one by one. The rich man was very pleased and especially so when he heard and especially so when he heard the poem that Raidas had written on him. In those days it was a custom for rich man and kings to show their appreciation through a reward or a gift, as that was the only means of earning that a poor poet possessed. So the rich man promised Raidas some gifts and asked him to come and collect them the next day, Raidas was pleased.The next morning when he arrived at the house, the rich man pretended that he had never laid eyes on him before. When Raidas reminded him of his promise, he said that although Raidas was a good poet he liked the poems which were written on him and rest of the poems were very ordinary. He also said that he had earlier promised a reward to Raidas not because he was really pleased or impressed but to simply encourage him. Raidas was extremely upset, but as there was nothing that he could do, he quietly left the house. On his way home he saw his brother Kuber riding a horse. So he stopped him and asked for his help after narrating the whole incident. Kuber took him to his own house in order to come up with a plan. Alter giving it to some thought he asked Raidas to go to a friend’s house with five gold coins and request the friend to plan a dinner where the rich man would also be invited. He then narrated his plan to him. Raidas had one trustworthy friend whose name was Mayadas. So he went up to him and told him his plan. The next day, Mayadas went to the rich man’s house and invited him for the dinner. He said that he intended to serve his guests in vessels of gold, which the guests would get to take home after the meal. The rich man was thrilled to hear this and jumped at the offer. After the rich man arrived at Mayadas house, he was surprised to see no other guests there but Raidas. Anyhow, they welcomed him in and started a polite conversation. The rich man had come on an empty stomach and so was hungrier by the minute. Finally at midnight the rich man could bear his hunger no longer and asked Mayadas to serve the food. Mayadas sounded extremely surprised when he asked him what food he was talking about. The rich man tried to remind him that he had been invited for dinner. At this point Raidas asked him for the proof of the invitation. The rich man had no answer. At the point Raidas reminded the rich man of the same treatment that he had meted out to him. The rich man realized his mistake and begged for forgiveness. He said that Raidas was a good poet and had not asked him for any reward. He himself had promised to give him some gifts and then cheated him out of them. To make up for his mistake he took out the necklace that he was wearing and gifted it to Raidas. Then they all sat down to eat a happy meal.
<br><br><br>
Which of the following best describes Kuber?",,moderate,,,108,Manipulative,Clever,Miserly,Influential,,,,,2,,,,,
"For many years, the continent of Africa remained unexplored and hence unknown. The main reason was the inaccessibility to its interior region due to the dense forests, wild life, savage tribal, deserts and barren solid hills. Many people tried to explore the land but could not survive the dangers. David Livingston is among those brave few who not only explored part of Africa but also lived among the tribals bringing them near to social milieu. While others explored with the idea of expanding their respective empires. Livingstone did so to explore its vast and mysterious hinterland, rivers and lakes. He was primarily a religious man and a medical practitioner who tried to help mankind with it. Livingstone was born in Scotland and was educated to become doctor and a priest. His exploration started at the beginning of the year 1852. He explored an unknown river in the west Luanda. However he was reduced to a skeleton during four years of travelling. By this time, he had become famous and when he returned to England for convalescing, entire London, along with Queen Victoria the, turned to welcome him. After few days he returned to Africa. He discovered the origin of the river Nile in 1866. He again suffered many discomforts. He became too sick and could not even walk. He lost contact with rest of the world and grew anxious to know his whereabouts. Ultimately, it was Stanley, the American journalist, who founded him after many efforts, but Livingstone had died in a tribal village in 1873. His body was brought to London and buried in Westminster with full honour.
<br><br><br>
Which of the following shows that Livingstone had become very famous?
",,moderate,,,108,"Queen Victoria along with the people of London had come to meet him. ",Queen Victoria arranged for his medical expenses. , The tribals were grateful to him for bringing them in the social mainstream. ,He was assigned the task of priest although he was a medical professional,,,,,1,,,,,
"For many years, the continent of Africa remained unexplored and hence unknown. The main reason was the inaccessibility to its interior region due to the dense forests, wild life, savage tribal, deserts and barren solid hills. Many people tried to explore the land but could not survive the dangers. David Livingston is among those brave few who not only explored part of Africa but also lived among the tribals bringing them near to social milieu. While others explored with the idea of expanding their respective empires. Livingstone did so to explore its vast and mysterious hinterland, rivers and lakes. He was primarily a religious man and a medical practitioner who tried to help mankind with it. Livingstone was born in Scotland and was educated to become doctor and a priest. His exploration started at the beginning of the year 1852. He explored an unknown river in the west Luanda. However he was reduced to a skeleton during four years of travelling. By this time, he had become famous and when he returned to England for convalescing, entire London, along with Queen Victoria the, turned to welcome him. After few days he returned to Africa. He discovered the origin of the river Nile in 1866. He again suffered many discomforts. He became too sick and could not even walk. He lost contact with rest of the world and grew anxious to know his whereabouts. Ultimately, it was Stanley, the American journalist, who founded him after many efforts, but Livingstone had died in a tribal village in 1873. His body was brought to London and buried in Westminster with full honour.
<br><br><br>

 Why were the people not aware of the existence of Africa?",,moderate,,,108, It was inaccessible due to oceanic reefs., Its territory was covered with dense forests. ,People outside the continent were chased away by the native tribals.,None of these.,,,,,4,,,,,
"For many years, the continent of Africa remained unexplored and hence unknown. The main reason was the inaccessibility to its interior region due to the dense forests, wild life, savage tribal, deserts and barren solid hills. Many people tried to explore the land but could not survive the dangers. David Livingston is among those brave few who not only explored part of Africa but also lived among the tribals bringing them near to social milieu. While others explored with the idea of expanding their respective empires. Livingstone did so to explore its vast and mysterious hinterland, rivers and lakes. He was primarily a religious man and a medical practitioner who tried to help mankind with it. Livingstone was born in Scotland and was educated to become doctor and a priest. His exploration started at the beginning of the year 1852. He explored an unknown river in the west Luanda. However he was reduced to a skeleton during four years of travelling. By this time, he had become famous and when he returned to England for convalescing, entire London, along with Queen Victoria the, turned to welcome him. After few days he returned to Africa. He discovered the origin of the river Nile in 1866. He again suffered many discomforts. He became too sick and could not even walk. He lost contact with rest of the world and grew anxious to know his whereabouts. Ultimately, it was Stanley, the American journalist, who founded him after many efforts, but Livingstone had died in a tribal village in 1873. His body was brought to London and buried in Westminster with full honour.
<br><br><br>
 Livingstone deserves the credit of which of the following?",,moderate,,,108,For expanding his empire,For enjoying the wildlife of the continent.,For exploring part of Africa and living among the tribals.,For quenching his thirst of living in the company of nature. ,,,,,3,,,,,
"For many years, the continent of Africa remained unexplored and hence unknown. The main reason was the inaccessibility to its interior region due to the dense forests, wild life, savage tribal, deserts and barren solid hills. Many people tried to explore the land but could not survive the dangers. David Livingston is among those brave few who not only explored part of Africa but also lived among the tribals bringing them near to social milieu. While others explored with the idea of expanding their respective empires. Livingstone did so to explore its vast and mysterious hinterland, rivers and lakes. He was primarily a religious man and a medical practitioner who tried to help mankind with it. Livingstone was born in Scotland and was educated to become doctor and a priest. His exploration started at the beginning of the year 1852. He explored an unknown river in the west Luanda. However he was reduced to a skeleton during four years of travelling. By this time, he had become famous and when he returned to England for convalescing, entire London, along with Queen Victoria the, turned to welcome him. After few days he returned to Africa. He discovered the origin of the river Nile in 1866. He again suffered many discomforts. He became too sick and could not even walk. He lost contact with rest of the world and grew anxious to know his whereabouts. Ultimately, it was Stanley, the American journalist, who founded him after many efforts, but Livingstone had died in a tribal village in 1873. His body was brought to London and buried in Westminster with full honour.
<br><br><br>
The American journalist Stanley can be credited for which of the following?
<br>
i)   Performing the last rites of Livingstone’s dead body.
<br>
ii)  Relentless efforts for finding out the whereabouts of Livingstone.
<br>
iii) The anxiety to explore undiscovered parts of the world.",,moderate,,,108,He could enjoy a social life among tribal’s society.,He derived satisfaction with the exploration of an unknown river. ,He derived satisfaction as he became very famous,It badly affected his health. ,,,,,4,,,,,
"For many years, the continent of Africa remained unexplored and hence unknown. The main reason was the inaccessibility to its interior region due to the dense forests, wild life, savage tribal, deserts and barren solid hills. Many people tried to explore the land but could not survive the dangers. David Livingston is among those brave few who not only explored part of Africa but also lived among the tribals bringing them near to social milieu. While others explored with the idea of expanding their respective empires. Livingstone did so to explore its vast and mysterious hinterland, rivers and lakes. He was primarily a religious man and a medical practitioner who tried to help mankind with it. Livingstone was born in Scotland and was educated to become doctor and a priest. His exploration started at the beginning of the year 1852. He explored an unknown river in the west Luanda. However he was reduced to a skeleton during four years of travelling. By this time, he had become famous and when he returned to England for convalescing, entire London, along with Queen Victoria the, turned to welcome him. After few days he returned to Africa. He discovered the origin of the river Nile in 1866. He again suffered many discomforts. He became too sick and could not even walk. He lost contact with rest of the world and grew anxious to know his whereabouts. Ultimately, it was Stanley, the American journalist, who founded him after many efforts, but Livingstone had died in a tribal village in 1873. His body was brought to London and buried in Westminster with full honour.
<br><br><br>
",,moderate,,,108,(i) and (ii) only, (ii) and (iii) only ,(i) and (iii) only ,(ii) only,,,,,4,,,,,
"For many years, the continent of Africa remained unexplored and hence unknown. The main reason was the inaccessibility to its interior region due to the dense forests, wild life, savage tribal, deserts and barren solid hills. Many people tried to explore the land but could not survive the dangers. David Livingston is among those brave few who not only explored part of Africa but also lived among the tribals bringing them near to social milieu. While others explored with the idea of expanding their respective empires. Livingstone did so to explore its vast and mysterious hinterland, rivers and lakes. He was primarily a religious man and a medical practitioner who tried to help mankind with it. Livingstone was born in Scotland and was educated to become doctor and a priest. His exploration started at the beginning of the year 1852. He explored an unknown river in the west Luanda. However he was reduced to a skeleton during four years of travelling. By this time, he had become famous and when he returned to England for convalescing, entire London, along with Queen Victoria the, turned to welcome him. After few days he returned to Africa. He discovered the origin of the river Nile in 1866. He again suffered many discomforts. He became too sick and could not even walk. He lost contact with rest of the world and grew anxious to know his whereabouts. Ultimately, it was Stanley, the American journalist, who founded him after many efforts, but Livingstone had died in a tribal village in 1873. His body was brought to London and buried in Westminster with full honour.
<br><br><br>
 Livingstone can best be described by which of the following?",,moderate,,,108,A person with the urge for exploration of unknown parts of the world.,A person with religious mindset.,A social reformer,A warm hearted medical practitioner.,,,,,1,,,,,
"For many years, the continent of Africa remained unexplored and hence unknown. The main reason was the inaccessibility to its interior region due to the dense forests, wild life, savage tribal, deserts and barren solid hills. Many people tried to explore the land but could not survive the dangers. David Livingston is among those brave few who not only explored part of Africa but also lived among the tribals bringing them near to social milieu. While others explored with the idea of expanding their respective empires. Livingstone did so to explore its vast and mysterious hinterland, rivers and lakes. He was primarily a religious man and a medical practitioner who tried to help mankind with it. Livingstone was born in Scotland and was educated to become doctor and a priest. His exploration started at the beginning of the year 1852. He explored an unknown river in the west Luanda. However he was reduced to a skeleton during four years of travelling. By this time, he had become famous and when he returned to England for convalescing, entire London, along with Queen Victoria the, turned to welcome him. After few days he returned to Africa. He discovered the origin of the river Nile in 1866. He again suffered many discomforts. He became too sick and could not even walk. He lost contact with rest of the world and grew anxious to know his whereabouts. Ultimately, it was Stanley, the American journalist, who founded him after many efforts, but Livingstone had died in a tribal village in 1873. His body was brought to London and buried in Westminster with full honour.
<br><br><br>
Livingstone became too sick to walk and as a result ,
<br>
i)       People in the world lost contact with him
<br>
ii)      His whereabouts were not known.
<br>
iii)    American journalist Stanley could not locate him despite many efforts
",,moderate,,,108,(i) only,(ii) only,(i) and (iii) only," None of these",,,,,4,,,,,
